stars,date,type,short_d,content,product_name,name
1.0 out of 5 stars,"Reviewed in the United States on March 23, 2018",Black,Never could tune it.,Looked like a good bundle for your money.  Sad we couldn't get it to sound good.  Tried tuning it never got it to sound right.,everjoys-Soprano,Ricki
3.0 out of 5 stars,"Reviewed in the United States on March 21, 2018",Black,Three Stars,"It wasn't the quality I expected, but it was ok for a beginner's uke.",everjoys-Soprano,Sheba A.
3.0 out of 5 stars,"Reviewed in the United States on March 20, 2018",Black,The tuner does not work. No one knows how ...,"The tuner does not work.  No one knows how to use the strap.  Bag ""case"" is as cheap as you could make it.  it is attractive looking!",everjoys-Soprano,Amazon Customer
3.0 out of 5 stars,"Reviewed in the United States on March 20, 2018",Rainbow String,Good ukulele,I like that you received all the extras with this product. I bought this one because of the colored strings and it is made for a beginner. Problem is that it has plastic strings and is hard to tune. I need to buy some regular strings.,everjoys-Soprano,Donna L. Amato
5.0 out of 5 stars,"Reviewed in the United States on March 19, 2018",Mahogany,Nice starter set,"Nice starter set.  Just learning and wasn't sure I wanted to put a lot of money into something I wasn't going to spend a lot of time working on, so this is perfect.",everjoys-Soprano,Ellie Dalton
5.0 out of 5 stars,"Reviewed in the United States on March 19, 2018",Rainbow String,Great price too,Exactly what we wanted. Great price too!,everjoys-Soprano,Crazygirl3
5.0 out of 5 stars,"Reviewed in the United States on March 18, 2018",Rainbow String,Five Stars,My daughter loves it,everjoys-Soprano,Donna
5.0 out of 5 stars,"Reviewed in the United States on March 18, 2018",Black,Five Stars,My daughter loves it,everjoys-Soprano,Amazon Customer
4.0 out of 5 stars,"Reviewed in the United States on March 14, 2018",Black,Great product but case too cheap,Bought this for my daughter and she loves it...only thing we weren't happy about was the carrying case is really really thin and wouldn't really protect out from much except dust...other than that it's a great product,everjoys-Soprano,Liv Belcher
5.0 out of 5 stars,"Reviewed in the United States on March 13, 2018",Rainbow String,I bought it for my son and he loved it. He is 9 years old,"I bought it for my son and he loved it. He is 9 years old, it is his first instrument and he is learning fast. The extras (bag, tuner, song book,strap,etc. makes it an even better deal). I’m very happy with the purchase.Great deal,great instrument.Suggest to buy.",everjoys-Soprano,Tina
2.0 out of 5 stars,"Reviewed in the United States on March 13, 2018",Black,Two Stars,It doesn't hold the tune very well.,everjoys-Soprano,Christina Mata
5.0 out of 5 stars,"Reviewed in the United States on March 11, 2018",Rainbow String,Now everyone in the house wants to play the Ukulele,"Ordered this as a Christmas gift for a college student.  It arrived very well packaged . She was able to being playing the Soprano Rainbow Ukulele right out of the box.  The instructions were simple and is a fun gift. Having not had a ukulele before, this seems very well made for a beginner item.  It is not toylike!! We loved this so much 2 of our other college students asked for one.",everjoys-Soprano,teambyrne
1.0 out of 5 stars,"Reviewed in the United States on March 11, 2018",Mahogany,Not worth the price!,We should’ve spent more money on a better ukulele.  Feels so cheap and the strings keep coming out of tune.  Seems more like a $14.99 item at best.  Don’t waste your money get something of better equality.,everjoys-Soprano,Thomas R
5.0 out of 5 stars,"Reviewed in the United States on March 10, 2018",Rainbow String,Five Stars,Great quality and pleased with purchase,everjoys-Soprano,"TM Carter, Md"
3.0 out of 5 stars,"Reviewed in the United States on March 8, 2018",Mahogany,It's Okay,"This is a beginner package for a 5yr old and we got one for our 10yr old as well.  It's a fake wood ukulele which somewhat stays in tune.  The strings are nylon and easy on the hands, and the tuners for the most part keep it in tune.  If you're looking for a high quality ukulele, again this is a beginner package to get you going.  I'm giving it 3 stars because this package was exactly what was described, and it provides hours of music time for the kids as they explore what interests them, while not making me bankrupt.  I took 2 stars away because the one thing which I did not like is how they said it was, ""SUPERIOR-QUALITY CRAFTSMANSHIP"" because it's not, also the bag included is not even padded, it's thin nylon.  Of course this is an entry level beginner package, so don't expect any of the included accessories to be high quality.  They are not, nor are they good quality, they are maybe what would be considered adequate. I'm not saying pass on this because it is a, ""value pack"" it does include everything needed to get started.",everjoys-Soprano,Dwight B
5.0 out of 5 stars,"Reviewed in the United States on March 8, 2018",Mahogany,Good Purchase,Perfect beginner’s ukulele. My teenager loves it and plays it daily. Nice quality (wood and strings). I would highly recommend it.,everjoys-Soprano,Andlab
5.0 out of 5 stars,"Reviewed in the United States on March 6, 2018",Rainbow String,Very nice ukulele bundle,"Very nice bundle that includes everything a beginner would need to get started. I received everything exactly as pictured. I don't know much about ukuleles, but this one looks, works, and sounds pretty good as far as I know. I wasn't sure about getting one with a strap and buttons at first since I had not seen many options set up with one. For me the strap has become the most used accessory with this bundle, it has become extremely handy in keeping the ukulele with me for the many hours of practice it is taking for me to learn.The tuner is compact and easy to use. The instruction book that’s included shows you how to use the tuner to get the ukulele just right. I rarely use the picks but have attached the pick holder to the ukulele near the neck so they are out of the way but handy if needed.The bag is very simple but serves the purpose with a handle and a shoulder strap. I may want to upgrade to a more padded bag someday with more storage space in the external pockets.",everjoys-Soprano,J
1.0 out of 5 stars,"Reviewed in the United States on March 6, 2018",Pink,I paid more than i wanted to thinking that tge reviews i read made this sound good. But it turns iut that it is good ...,This was given to my 10 yr old granddaughterfor her birthday and we are upset because it wont stsy tuned. I paid more than i wanted to thinking that tge reviews i read made this sound good. But it turns iut that it is good at all. The only thibg thats liked about it is the color,everjoys-Soprano,S&v c.
5.0 out of 5 stars,"Reviewed in the United States on March 5, 2018",Rainbow String,Five Stars,nice one,everjoys-Soprano,shiye030
5.0 out of 5 stars,"Reviewed in the United States on March 5, 2018",Blue,Grukes the Blue Uke is fantastic!!!,"I have wanted a ukulele forever and this is the perfect one for me. It came with an electronic tuner, a book with instructions as well as beginner songs to learn, a pick, a microfiber cloth, and extra strings. I think I got a good deal on the product. I am very happy with my uke. His name is Grukes.",everjoys-Soprano,Skyler Dylan Foley
3.0 out of 5 stars,"Reviewed in the United States on March 5, 2018",Rainbow String,It was okay. Seems kind of cheep for the ...,It was okay.  Seems kind of cheep for the price.  Okay for 5 year old grandson.,everjoys-Soprano,Linda Buckley
4.0 out of 5 stars,"Reviewed in the United States on March 3, 2018",Mahogany,"Sounds great, good price","I was worried about the quality of this item due to the price, but was pleasantly suprised.  The tone on this uke is perfect.  The tuner is decent, but i usually tune by ear.  I recommend letting the strings stretch for a day before tuning so that you only have to tune once.",everjoys-Soprano,richard nelson
4.0 out of 5 stars,"Reviewed in the United States on March 3, 2018",Mahogany,Pretty ukulele. A little hard to keep tuned but ...,We are loving learning to play! Pretty ukulele. A little hard to keep tuned but we’ve been told that is somewhat common in the beginning. We may have to get another one.,everjoys-Soprano,M. Tipton
5.0 out of 5 stars,"Reviewed in the United States on March 2, 2018",Rainbow String,Great Product!,Tuning went very quickly with the digital tuner.  Included book has familiar songs that are good to for beginners.  Great product so far!,everjoys-Soprano,Ryan C.
1.0 out of 5 stars,"Reviewed in the United States on March 1, 2018",Blue,Cheap crappy sounding toy,I don't understand how this has such good reviews. This is most definitely a toy. I got this for my 11 yr okd so she could learn to play.  I have never bought a ukelele before and she jad never touched one before but even we could tell right of the bat that this thing sounds like crap.  Cheap plastic strings jusy like a toy.  We watched youtube videos on tuning and how to pay and this sounds nothing like a ukelele. Super dissapointing.,everjoys-Soprano,J Alvarez
1.0 out of 5 stars,"Reviewed in the United States on March 1, 2018",Rainbow String,One Star,It would not stay in tune. I appreciate the quick refund from amazon though.,everjoys-Soprano,Stacey Reel
5.0 out of 5 stars,"Reviewed in the United States on February 28, 2018",Mahogany,Very Good!,I like it a lot! I got the Mahogany color and it’s so beautiful!,everjoys-Soprano,Alison G.
